Age,Gender,Height_cm,Weight_kg,Know_BMI,Fitness_Goal,Activity_Level,Exercise_Frequency,Medical_Conditions,Tracking_Preference,Motivation,Willingness_to_Use_App,Importance_of_Sustainability,Empathy_Preference,Willingness_to_Pay,Useful_App_Features,Used_Fitness_App_Before,Stopped_App_Reason,Workout_Preference,Monthly_Income,Fitness_Persona,Would_Recommend_App,BMI
36,Female,169,63,Yes,Muscle gain,Low,3–4,No,Manual logs,Social influence,3,3,No,<₹200,"Diet tracker, Challenges, Workout plans, Reminders",Yes,"Got bored, Too expensive",Mix of both,₹20k–₹50k,Consistent,Maybe,23.032493586757084
31,Female,176,59,No,Muscle gain,Medium,1–2,Yes,Manual logs,Energy,5,3,Maybe,₹200–₹500,"Reminders, Challenges, Mental health tips",Yes,"Too expensive, Privacy concerns, App was buggy",Self-paced,₹20k–₹50k,Start but can’t continue,Maybe,20.728915236998777
47,Female,180,52,No,Maintain health,High,1–2,No,In-app tracking,Energy,2,4,Maybe,₹500–₹1000,"Challenges, Workout plans",Yes,"Got bored, Others, Didn’t see results",Mix of both,₹20k–₹50k,Start but can’t continue,Yes,15.0
23,Male,154,43,Yes,Weight loss,Medium,5–6,No,Wearable devices,Others,1,3,Maybe,>₹1000,"Challenges, Diet tracker, Community features",No,"Got bored, Privacy concerns, Didn’t see results",Mix of both,₹20k–₹50k,Consistent,Yes,19.02717974851362
23,Male,156,64,Yes,Weight loss,Low,0,No,In-app tracking,Energy,4,3,Yes,₹500–₹1000,"Workout plans, Challenges, Community features",Yes,"Didn’t see results, App was buggy, Privacy concerns",Mix of both,₹50k–₹1L,Need motivation to start,Maybe,26.329211440158456
25,Male,152,72,No,Weight loss,Medium,0,Yes,In-app tracking,Appearance,4,5,Maybe,>₹1000,"Challenges, Diet tracker",No,App was buggy,Guided,<₹20k,Need better results,Yes,29.796779264012756
13,Male,162,68,Yes,Maintain health,Low,0,No,In-app tracking,Mental health,1,5,Yes,<₹200,"Mental health tips, Reminders, Workout plans, Community features",Yes,"Too expensive, Privacy concerns, Others",Self-paced,₹20k–₹50k,Start but can’t continue,Maybe,25.515456210159346
25,Female,169,63,No,Weight loss,Medium,1–2,No,In-app tracking,Social influence,2,5,Maybe,₹0,"Community features, Challenges, Reminders, Mental health tips",Yes,Too expensive,Self-paced,₹20k–₹50k,Need motivation to start,Maybe,20.813039629954485
23,Male,174,55,Yes,Weight loss,Medium,0,Yes,Wearable devices,Mental health,5,5,Yes,₹200–₹500,"Diet tracker, Workout plans, Challenges",Yes,"Didn’t see results, App was buggy, Others",Self-paced,>₹2L,Need motivation to start,No,18.46990709016064
31,Prefer not to say,164,79,No,Others,Medium,Daily,No,Wearable devices,Energy,2,2,Yes,<₹200,"Workout plans, Community features, Diet tracker",No,"Didn’t see results, App was buggy, Too expensive",Self-paced,₹50k–₹1L,Need better results,Yes,28.97924695408574
32,Female,161,50,No,Weight loss,Low,1–2,No,In-app tracking,Mental health,3,4,Yes,₹500–₹1000,"Mental health tips, Diet tracker, Community features",Yes,Privacy concerns,Mix of both,₹20k–₹50k,Start but can’t continue,Yes,18.049198985248616
45,Female,166,81,No,Improve flexibility,High,1–2,No,In-app tracking,Others,2,4,Yes,₹200–₹500,"Community features, Diet tracker",No,"Didn’t see results, App was buggy",Mix of both,₹20k–₹50k,Start but can’t continue,Yes,28.941571347351747
37,Male,156,54,No,Improve flexibility,Medium,1–2,No,In-app tracking,Appearance,3,3,Yes,>₹1000,"Community features, Challenges",Yes,"Got bored, App was buggy",Guided,₹1L–₹2L,Consistent,Yes,23.96213690761626
25,Female,185,58,Yes,Weight loss,Low,Daily,Yes,Not tracking,Mental health,4,4,Maybe,<₹200,"Community features, Mental health tips, Workout plans",Yes,Others,Guided,₹20k–₹50k,Consistent,Maybe,15.0
22,Non-binary,148,47,No,Weight loss,Medium,3–4,No,Manual logs,Health,3,3,Yes,₹200–₹500,"Community features, Workout plans, Reminders, Mental health tips",Yes,"Privacy concerns, Others, Didn’t see results",Mix of both,>₹2L,Start but can’t continue,Yes,20.39689269394169
33,Female,166,62,Yes,Weight loss,Medium,1–2,No,Manual logs,Energy,5,4,Yes,₹200–₹500,"Community features, Diet tracker, Reminders, Challenges",Yes,"Got bored, App was buggy",Guided,₹20k–₹50k,Consistent,Yes,23.184829692782195
19,Female,185,84,Yes,Maintain health,Medium,5–6,No,In-app tracking,Energy,1,1,Yes,<₹200,"Reminders, Mental health tips",Yes,"Didn’t see results, Too expensive, App was buggy",Guided,<₹20k,Start but can’t continue,No,23.366925575678085
44,Female,165,77,No,Maintain health,Medium,1–2,Yes,Wearable devices,Appearance,3,1,No,₹200–₹500,"Diet tracker, Mental health tips",No,App was buggy,Mix of both,₹50k–₹1L,Need motivation to start,Yes,30.814824095579873
39,Male,163,84,No,Improve flexibility,Medium,1–2,No,Manual logs,Appearance,2,4,Yes,₹200–₹500,"Diet tracker, Reminders, Challenges, Mental health tips",No,Too expensive,Self-paced,₹50k–₹1L,Consistent,Maybe,33.92928649983891
26,Female,161,77,No,Mental wellness,Low,1–2,No,Not tracking,Energy,3,2,Yes,₹200–₹500,"Reminders, Workout plans",No,"Didn’t see results, Too expensive",Mix of both,>₹2L,Need motivation to start,Yes,32.12536313433289
16,Male,163,53,Yes,Maintain health,High,1–2,No,Wearable devices,Appearance,4,3,Yes,₹200–₹500,"Reminders, Community features, Mental health tips, Challenges",No,"Got bored, Others",Mix of both,₹1L–₹2L,Need better results,Maybe,21.260386150169783
40,Male,178,65,No,Weight loss,Medium,1–2,Yes,Not tracking,Health,3,4,No,₹0,"Diet tracker, Workout plans, Reminders",No,"App was buggy, Didn’t see results, Others",Mix of both,₹50k–₹1L,Need motivation to start,Maybe,22.469057675724585
29,Male,142,58,No,Weight loss,Low,3–4,No,In-app tracking,Social influence,5,3,Yes,₹200–₹500,"Workout plans, Challenges",No,"Privacy concerns, Others",Guided,₹50k–₹1L,Consistent,Maybe,28.811897585141985
39,Male,180,89,Yes,Improve flexibility,Medium,1–2,No,In-app tracking,Health,3,5,Yes,₹200–₹500,"Workout plans, Challenges, Community features",Yes,Too expensive,Guided,₹1L–₹2L,Start but can’t continue,Yes,26.338540409545054
17,Male,150,52,Yes,Weight loss,High,3–4,No,Wearable devices,Health,5,4,Yes,₹0,"Reminders, Workout plans",Yes,Too expensive,Guided,₹50k–₹1L,Need better results,Yes,22.096025629037555
25,Male,162,83,Yes,Weight loss,High,0,No,Wearable devices,Social influence,2,2,Maybe,₹200–₹500,"Community features, Reminders",Yes,Others,Guided,₹20k–₹50k,Need motivation to start,Maybe,28.524003380542062
30,Prefer not to say,160,83,Yes,Maintain health,Low,1–2,No,In-app tracking,Appearance,4,5,Yes,<₹200,"Workout plans, Mental health tips, Challenges",Yes,"App was buggy, Others, Privacy concerns",Self-paced,₹20k–₹50k,Need better results,Maybe,31.723132681184826
30,Female,170,97,No,Muscle gain,Low,3–4,No,Manual logs,Health,1,4,No,₹200–₹500,"Community features, Diet tracker, Mental health tips",No,"Privacy concerns, Others",Mix of both,₹20k–₹50k,Need motivation to start,Maybe,32.98404465716665
26,Prefer not to say,149,63,No,Mental wellness,Medium,Daily,No,Wearable devices,Energy,2,1,Yes,<₹200,"Community features, Mental health tips",Yes,"Got bored, App was buggy, Didn’t see results",Mix of both,₹1L–₹2L,Consistent,Yes,28.036194184686057
34,Male,169,80,No,Maintain health,Low,1–2,No,Wearable devices,Mental health,2,4,Yes,₹200–₹500,"Diet tracker, Workout plans, Challenges",Yes,"Others, App was buggy, Got bored",Mix of both,₹20k–₹50k,Consistent,Yes,33.0550520202704
21,Male,185,104,No,Weight loss,High,3–4,No,Manual logs,Social influence,1,1,Yes,₹200–₹500,"Community features, Mental health tips, Challenges, Diet tracker",Yes,"Privacy concerns, Others",Self-paced,₹20k–₹50k,Start but can’t continue,Maybe,28.936182013610917
28,Female,151,60,Yes,Mental wellness,Low,1–2,Yes,Wearable devices,Social influence,3,1,Yes,₹200–₹500,"Workout plans, Community features, Mental health tips, Reminders",Yes,Got bored,Mix of both,₹1L–₹2L,Start but can’t continue,Yes,25.875966019677083
30,Male,166,46,No,Weight loss,Low,1–2,No,In-app tracking,Mental health,3,4,Yes,₹500–₹1000,"Reminders, Community features, Diet tracker",Yes,"Privacy concerns, App was buggy",Guided,<₹20k,Need better results,Yes,21.002442278298396
34,Male,158,41,Yes,Weight loss,Medium,0,No,Manual logs,Appearance,3,4,Yes,₹200–₹500,"Mental health tips, Challenges, Diet tracker, Community features",Yes,"Privacy concerns, Didn’t see results",Self-paced,₹50k–₹1L,Need motivation to start,Yes,15.047468439249068
35,Female,169,80,No,Muscle gain,Low,1–2,No,Manual logs,Appearance,4,1,Yes,₹200–₹500,"Diet tracker, Community features, Mental health tips, Workout plans",Yes,"Too expensive, Didn’t see results",Mix of both,₹1L–₹2L,Consistent,Maybe,25.95142365234791
21,Male,165,41,Yes,Weight loss,Medium,1–2,No,In-app tracking,Health,2,3,No,₹500–₹1000,"Challenges, Community features, Diet tracker, Reminders",Yes,"Others, Too expensive, Privacy concerns",Guided,₹50k–₹1L,Start but can’t continue,Yes,15.0
17,Female,158,64,No,Muscle gain,Medium,1–2,No,Not tracking,Appearance,5,5,Maybe,₹200–₹500,"Workout plans, Mental health tips",Yes,"App was buggy, Got bored",Self-paced,₹20k–₹50k,Need better results,Yes,24.25460342097812
40,Female,169,76,Yes,Weight loss,Low,5–6,No,Wearable devices,Mental health,1,2,Yes,₹500–₹1000,"Workout plans, Diet tracker, Challenges, Mental health tips",Yes,Privacy concerns,Mix of both,₹50k–₹1L,Consistent,Yes,28.794406827300495
32,Male,183,72,Yes,Muscle gain,Low,0,Yes,Manual logs,Mental health,2,4,No,₹200–₹500,"Community features, Workout plans, Mental health tips, Reminders",Yes,"Others, App was buggy",Guided,₹50k–₹1L,Need motivation to start,Yes,21.800607916312895
24,Male,163,76,No,Muscle gain,Medium,3–4,No,In-app tracking,Appearance,3,5,Maybe,₹200–₹500,"Challenges, Workout plans, Reminders",Yes,Didn’t see results,Mix of both,₹50k–₹1L,Start but can’t continue,Maybe,26.417540698602348
42,Female,172,73,Yes,Improve flexibility,Low,1–2,Yes,Not tracking,Social influence,1,5,Maybe,₹500–₹1000,"Community features, Reminders, Challenges, Diet tracker",Yes,Privacy concerns,Guided,<₹20k,Need motivation to start,Yes,25.31406326602703
30,Female,152,89,No,Improve flexibility,Medium,3–4,No,In-app tracking,Appearance,5,3,Yes,<₹200,"Reminders, Workout plans",No,Didn’t see results,Mix of both,<₹20k,Start but can’t continue,Yes,38.90927175147393
39,Male,155,55,Yes,Weight loss,Medium,3–4,No,In-app tracking,Health,2,5,Maybe,₹200–₹500,"Reminders, Mental health tips",Yes,"Got bored, Too expensive, App was buggy",Self-paced,₹50k–₹1L,Start but can’t continue,Yes,20.146394556382887
30,Prefer not to say,169,59,No,Muscle gain,Medium,1–2,No,Wearable devices,Mental health,2,4,Yes,<₹200,"Mental health tips, Diet tracker, Community features",No,"Privacy concerns, App was buggy, Didn’t see results",Guided,₹20k–₹50k,Need better results,Yes,21.549653890452504
46,Male,179,58,Yes,Muscle gain,High,1–2,No,In-app tracking,Health,4,5,No,₹200–₹500,"Challenges, Workout plans",No,"App was buggy, Others, Got bored",Guided,₹50k–₹1L,Need better results,Yes,19.100546283580794
44,Female,168,82,Yes,Weight loss,High,5–6,Yes,Manual logs,Health,2,4,Yes,<₹200,"Diet tracker, Mental health tips",No,"Didn’t see results, App was buggy",Mix of both,₹50k–₹1L,Need motivation to start,Maybe,26.36105392282539
28,Prefer not to say,161,83,Yes,Improve flexibility,High,5–6,Yes,In-app tracking,Appearance,2,4,Yes,₹200–₹500,"Workout plans, Reminders, Challenges, Mental health tips",Yes,"Too expensive, Privacy concerns, Others",Mix of both,₹50k–₹1L,Consistent,Maybe,29.596959198788227
37,Male,164,76,Yes,Maintain health,Low,1–2,No,In-app tracking,Health,5,1,Yes,₹500–₹1000,"Community features, Workout plans, Challenges, Mental health tips",Yes,"App was buggy, Others",Mix of both,₹1L–₹2L,Start but can’t continue,Yes,27.556867008912153
35,Male,152,87,Yes,Weight loss,Low,0,No,Not tracking,Mental health,5,3,Yes,₹500–₹1000,"Community features, Workout plans",Yes,App was buggy,Mix of both,<₹20k,Start but can’t continue,Yes,36.41167372570204
40,Male,171,52,Yes,Muscle gain,Low,5–6,No,Wearable devices,Social influence,1,2,No,₹200–₹500,"Reminders, Community features, Challenges",Yes,"Too expensive, Others",Mix of both,₹20k–₹50k,Need motivation to start,Yes,32.97609304229582
22,Male,173,95,Yes,Weight loss,High,1–2,No,Manual logs,Health,3,1,Yes,>₹1000,"Diet tracker, Challenges, Reminders",No,Others,Guided,₹50k–₹1L,Consistent,Maybe,30.87630784308681
35,Male,160,92,Yes,Maintain health,High,3–4,No,In-app tracking,Health,5,2,No,₹200–₹500,"Diet tracker, Workout plans, Challenges, Community features",Yes,"Privacy concerns, Didn’t see results",Mix of both,<₹20k,Need better results,Yes,35.58552361886876
38,Female,160,81,Yes,Weight loss,High,1–2,No,In-app tracking,Mental health,1,4,Yes,₹200–₹500,"Challenges, Reminders",No,"Didn’t see results, Others, App was buggy",Self-paced,₹50k–₹1L,Start but can’t continue,Yes,29.523633380808946
15,Male,167,96,No,Others,Low,1–2,No,In-app tracking,Social influence,2,1,Yes,₹500–₹1000,"Challenges, Diet tracker, Reminders, Workout plans",No,Got bored,Self-paced,>₹2L,Start but can’t continue,Maybe,36.31919722127696
20,Female,160,45,Yes,Improve flexibility,High,3–4,No,Manual logs,Health,1,5,No,₹500–₹1000,"Mental health tips, Challenges, Diet tracker",Yes,"Didn’t see results, Privacy concerns",Guided,₹1L–₹2L,Start but can’t continue,Yes,16.05908909775629
13,Prefer not to say,164,62,Yes,Muscle gain,Medium,3–4,No,Wearable devices,Health,1,5,Maybe,₹500–₹1000,"Mental health tips, Community features",Yes,"Got bored, App was buggy",Guided,₹50k–₹1L,Need better results,Yes,20.988181179411974
27,Female,185,58,No,Maintain health,Low,1–2,No,In-app tracking,Mental health,1,2,Yes,<₹200,"Mental health tips, Challenges, Reminders, Community features",Yes,"Others, Too expensive, Didn’t see results",Mix of both,₹1L–₹2L,Need motivation to start,Yes,17.05009210251938
35,Female,162,80,Yes,Mental wellness,Medium,3–4,Yes,Wearable devices,Energy,1,4,Yes,₹200–₹500,"Reminders, Workout plans, Community features, Challenges",Yes,"Others, Didn’t see results, Too expensive",Guided,₹20k–₹50k,Consistent,Yes,48.630441029928136
42,Male,161,54,No,Maintain health,Low,5–6,No,Not tracking,Appearance,5,2,Maybe,₹500–₹1000,"Mental health tips, Reminders, Community features",Yes,"App was buggy, Too expensive, Others",Mix of both,₹50k–₹1L,Need better results,Maybe,21.73847891928825
30,Female,158,81,Yes,Weight loss,Medium,3–4,No,In-app tracking,Energy,3,3,Yes,₹200–₹500,"Workout plans, Community features, Challenges, Diet tracker",No,"Got bored, Didn’t see results",Mix of both,₹50k–₹1L,Need motivation to start,Maybe,31.31754049574191
43,Female,172,90,Yes,Muscle gain,Low,0,No,In-app tracking,Appearance,1,5,Maybe,₹200–₹500,"Diet tracker, Reminders, Challenges",Yes,"Didn’t see results, Too expensive, Privacy concerns",Guided,₹20k–₹50k,Consistent,Yes,29.611642459879988
18,Male,163,80,Yes,Improve flexibility,Medium,3–4,No,In-app tracking,Energy,4,1,No,₹200–₹500,"Workout plans, Community features, Challenges",Yes,"Others, Privacy concerns",Mix of both,<₹20k,Need motivation to start,Yes,27.41143428082834
16,Male,158,74,No,Maintain health,Medium,5–6,Yes,In-app tracking,Energy,2,1,Yes,₹500–₹1000,"Mental health tips, Challenges",Yes,"Others, Too expensive, App was buggy",Mix of both,₹1L–₹2L,Need better results,Yes,33.49227465560476
54,Female,178,55,No,Maintain health,High,5–6,Yes,Wearable devices,Social influence,2,1,Yes,<₹200,"Reminders, Diet tracker",Yes,"Got bored, App was buggy",Guided,₹50k–₹1L,Start but can’t continue,Yes,20.462364284239534
33,Male,179,57,Yes,Mental wellness,Medium,3–4,No,In-app tracking,Health,2,5,Yes,₹200–₹500,"Workout plans, Mental health tips, Diet tracker, Reminders",Yes,Got bored,Mix of both,₹50k–₹1L,Need better results,Yes,18.366496798966406
29,Male,158,88,Yes,Mental wellness,Medium,1–2,No,Wearable devices,Health,2,4,Yes,<₹200,"Workout plans, Challenges, Diet tracker",Yes,"Others, Privacy concerns, Got bored",Guided,₹20k–₹50k,Need better results,No,35.22651200112395
13,Male,146,81,No,Mental wellness,High,5–6,No,In-app tracking,Appearance,2,5,Maybe,₹200–₹500,"Reminders, Mental health tips, Community features",Yes,App was buggy,Guided,₹20k–₹50k,Consistent,Yes,35.747368631724605
29,Male,175,69,Yes,Weight loss,High,3–4,No,Wearable devices,Social influence,1,5,Maybe,₹500–₹1000,"Community features, Diet tracker",Yes,"Privacy concerns, Too expensive",Guided,₹1L–₹2L,Start but can’t continue,Yes,22.238907815470053
19,Female,158,63,Yes,Muscle gain,Low,0,No,In-app tracking,Appearance,3,1,No,₹0,"Mental health tips, Diet tracker",Yes,Didn’t see results,Self-paced,₹50k–₹1L,Consistent,Yes,27.018692649865176
35,Female,172,39,No,Maintain health,Medium,3–4,No,Wearable devices,Health,4,5,Maybe,₹200–₹500,"Community features, Diet tracker, Reminders",Yes,"Didn’t see results, Too expensive, Others",Self-paced,₹50k–₹1L,Need motivation to start,Yes,15.0
32,Female,145,53,No,Improve flexibility,Low,1–2,No,Wearable devices,Appearance,5,1,Yes,₹200–₹500,"Community features, Reminders",No,"Got bored, Too expensive, Others",Self-paced,₹1L–₹2L,Start but can’t continue,Yes,24.306885939056492
22,Male,173,128,Yes,Maintain health,Low,3–4,No,Not tracking,Mental health,4,4,No,<₹200,"Diet tracker, Mental health tips, Challenges, Workout plans",Yes,"Got bored, App was buggy",Guided,₹50k–₹1L,Need motivation to start,Yes,34.34563923574508
